Index,Original Code,Program Length,Adversarial Code,True Label,Original Prediction,Adv Prediction,Is Success,Extracted Names,Importance Score,Greedy No. Changed Names,Greedy No. Changed Tokens,Replaced Names,GA No. Changed Names,GA No. Changed Tokens,Attack Type,Query Times,Time Cost,Suc Type,Insert Words,orig prob,current prob
793,"public int compareTo(BytesRef other) {return Arrays.compareUnsigned(this.bytes, this.offset, this.offset + this.length,other.bytes, other.offset, other.offset + other.length);}
",47,"public int equals(BytesRef other) {return Arrays.compareUnsigned(this.bytes, this.offset, this.offset + this.length,other.bytes, other.offset, other.offset + other.length);}
","public int CompareTo(object other) {BytesRef br = other as BytesRef;Debug.Assert(br != null);return utf8SortedAsUnicodeSortOrder.Compare(this, br);}
","public int CompareTo(BytesRef other){return Arrays.CompareUnsigned(this.Bytes, this.Offset, this.Offset + this.Length, other.Bytes, other.Offset, other.Offset + other.Length);}
","public override int Equals(BytesRef other){return Arrays.CompareUnsigned(this.Bytes, this.Offset, this.Offset + this.Length, other.Bytes, other.Offset, other.Offset + other.Length);}
",-1,"compareTo,other","compareTo:0.05494202207252641,other:0.024980652401865644,",0,0,"compareTo:equals,",0,0,Greedy,21,0.13850367863972982,failed,[],0.27226791922035193,0.2640810212066016
794,"public int stem(char s[], int len) {if (len > 4 && s[len-1] == 's')len--;if (len > 5 &&(endsWith(s, len, ""ene"") ||  (endsWith(s, len, ""ane"") &&useNynorsk                 )))return len - 3;if (len > 4 &&(endsWith(s, len, ""er"") ||   endsWith(s, len, ""en"") ||   endsWith(s, len, ""et"") ||   (endsWith(s, len, ""ar"") &&useNynorsk                 )))return len - 2;if (len > 3)switch(s[len-1]) {case 'a':     case 'e':     return len - 1;}return len;}
",161,"public int count(char chars[], int index) {if (index > 4 && chars[index-1] == 's')index--;if (index > 5 &&(endsWith(chars, index, ""ene"") ||  (endsWith(chars, index, ""ane"") &&useNynorsk                 )))return index - 3;if (index > 4 &&(endsWith(chars, index, ""er"") ||   endsWith(chars, index, ""en"") ||   endsWith(chars, index, ""et"") ||   (endsWith(chars, index, ""ar"") &&useNynorsk                 )))return index - 2;if (index > 3)switch(chars[index-1]) {case 'a':     case 'e':     return index - 1;}return index;}
","public virtual int Stem(char[] s, int len){if (len > 4 && s[len - 1] == 's'){len--;}if (len > 5 && (StemmerUtil.EndsWith(s, len, ""ene"") || (StemmerUtil.EndsWith(s, len, ""ane"") && useNynorsk))) {return len - 3;}if (len > 4 && (StemmerUtil.EndsWith(s, len, ""er"") || StemmerUtil.EndsWith(s, len, ""en"") || StemmerUtil.EndsWith(s, len, ""et"") || (StemmerUtil.EndsWith(s, len, ""ar"") && useNynorsk))) {return len - 2;}if (len > 3){switch (s[len - 1]){case 'a': case 'e': return len - 1;}}return len;}
","public virtual int Stem(char[] s, int len){if (len > 4 && s[len - 1] =='s')len--;if (len > 5 && (EndsWith(s, len, ""ene"") ||  (EndsWith(s, len, ""ane"") && useNynorsk                )){return len - 3;}if (len > 4 && (EndsWith(s, len, ""er"") ||   EndsWith(s, len, ""en"") ||   EndsWith(s, len, ""et"") ||   (EndsWith(s, len, ""ar"") &&useNynorsk                )){return len - 2;}if (len > 3){switch (s[len - 1]){case 'a':     case 'e':     return len - 1;}return len;}
","public override int Length(char[] chars, int index){if (index > 4 && chars[index - 1] =='s')index--;if (index > 5 && (EndsWith(chars, index, ""ene"") ||  (EndsWith(chars, index, ""ane"") && useNynorsk                )){return index - 3;}if (index > 4 && (EndsWith(chars, index, ""er"") ||   EndsWith(chars, index, ""en"") ||   EndsWith(chars, index, ""et"") ||   (EndsWith(chars, index, ""ar"") &&useNynorsk                )){return index - 2;}if (index > 3){switch (chars[index - 1]){case 'a':     case 'e':     return index - 1;}return index;}
",-1,"stem,s,len","stem:0.504976823441009,s:0.6444117499657396,len:0.6442543071963137,",0,0,"s:chars,len:index,stem:count,",0,0,Greedy,44,0.9074140310287475,failed,[],0.6533912714955046,0.2661917516062965
795,"public DescribeDBSnapshotsResult describeDBSnapshots(DescribeDBSnapshotsRequest request) {request = beforeClientExecution(request);return executeDescribeDBSnapshots(request);}
",22,"public DescribeDBSnapshotsResult describeDBSnapshots(DescribeDBSnapshotsRequest parent) {parent = beforeClientExecution(parent);return executeDescribeDBSnapshots(parent);}
","public virtual DescribeDBSnapshotsResponse DescribeDBSnapshots(DescribeDBSnapshotsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeDBSnapshotsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeDBSnapshotsResponseUnmarshaller.Instance;return Invoke<DescribeDBSnapshotsResponse>(request, options);}
","public virtual DescribeDBSnapshotsResponse DescribeDBSnapshots(DescribeDBSnapshotsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeDBSnapshotsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeDBSnapshotsResponseUnmarshaller.Instance;return Invoke<DescribeDBSnapshotsResponse>(request, options);}
","public virtual DescribeDBSnapshotsResponse DescribeDBSnapshots(DescribeDBSnapshotsRequest input){var options = new InvokeOptions();options.RequestMarshaller = DescribeDBSnapshotsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeDBSnapshotsResponseUnmarshaller.Instance;return Invoke<DescribeDBSnapshotsResponse>(input, options);}
",-1,"describeDBSnapshots,request","describeDBSnapshots:0.0,request:0.5003771484911024,",0,0,"request:parent,",0,0,Greedy,22,0.13698536554972332,failed,[],1.0,0.23160692566369406
796,"public SortedSetDocValuesFacetField(String dim, String label) {super(""dummy"", TYPE);FacetField.verifyLabel(label);FacetField.verifyLabel(dim);this.dim = dim;this.label = label;}
",44,"public SortedSetDocValuesFacetField(String key, String key) {super(""dummy"", TYPE);FacetField.verifyLabel(key);FacetField.verifyLabel(key);this.key = key;this.key = key;}
","public SortedSetDocValuesFacetField(string dim, string label): base(""dummy"", TYPE){FacetField.VerifyLabel(label);FacetField.VerifyLabel(dim);this.Dim = dim;this.Label = label;}
","public SortedSetDocValuesFacetField(string dim, string label): base(""dummy"", TYPE){FacetField.VerifyLabel(label);FacetField.VerifyLabel(dim);this.dim = dim;this.label = label;}
","public SortedSetDocValuesFacetField(string key, string key): base(""dummy"", TYPE){FacetField.VerifyLabel(key);FacetField.VerifyLabel(key);this.key = key;}
",-1,"dim,label","dim:0.4404496649058564,label:0.307031778577183,",0,0,"dim:label,label:label,",0,0,Greedy,17,0.12604705492655435,failed,[],0.7287698240183572,0.4004201715265846
797,"public CreateDocumentationPartResult createDocumentationPart(CreateDocumentationPartRequest request) {request = beforeClientExecution(request);return executeCreateDocumentationPart(request);}
",22,"public CreateDocumentationPartResult create(CreateDocumentationPartRequest input) {input = beforeClientExecution(input);return executeCreateDocumentationPart(input);}
","public virtual CreateDocumentationPartResponse CreateDocumentationPart(CreateDocumentationPartRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateDocumentationPartRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateDocumentationPartResponseUnmarshaller.Instance;return Invoke<CreateDocumentationPartResponse>(request, options);}
","public virtual CreateDocumentationPartResponse CreateDocumentationPart(CreateDocumentationPartRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateDocumentationPartRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateDocumentationPartResponseUnmarshaller.Instance;return Invoke<CreateDocumentationPartResponse>(request, options);}
","public virtual CreateDocumentationPartResponse Create(CreateDocumentationPartRequest input){var options = new InvokeOptions();options.RequestMarshaller = CreateDocumentationPartRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateDocumentationPartResponseUnmarshaller.Instance;return Invoke<CreateDocumentationPartResponse>(input, options);}
",-1,"createDocumentationPart,request","createDocumentationPart:0.0,request:0.40789396044403214,",0,0,"request:input,createDocumentationPart:create,",0,0,Greedy,21,0.1780163526535034,failed,[],1.0,0.7953006008130087
798,"public String getValue() {return value;}
",10,"public String get() {return value;}
","public virtual string GetValue(){return value;}
","public virtual string GetValue(){return value;}
","public virtual string get(){return value;}
",-1,getValue,"getValue:0.39712153660833016,",0,0,"getValue:get,",0,0,Greedy,7,0.02588890790939331,failed,[],0.75,0.39583421659869744
799,"public ShortBuffer asReadOnlyBuffer() {return duplicate();}
",12,"public ShortBuffer duplicate() {return duplicate();}
","public override java.nio.ShortBuffer asReadOnlyBuffer(){return duplicate();}
","public override java.nio.ShortBuffer asReadOnlyBuffer(){return duplicate();}
","public override java.nio.ShortBuffer duplicate(){return duplicate();}
",-1,asReadOnlyBuffer,"asReadOnlyBuffer:0.3545260758572394,",0,0,"asReadOnlyBuffer:duplicate,",0,0,Greedy,7,0.035654155413309734,failed,[],0.75,0.3954739241427606
800,"public UpdateDataSourcePermissionsResult updateDataSourcePermissions(UpdateDataSourcePermissionsRequest request) {request = beforeClientExecution(request);return executeUpdateDataSourcePermissions(request);}
",22,"public UpdateDataSourcePermissionsResult update(UpdateDataSourcePermissionsRequest instruction) {instruction = beforeClientExecution(instruction);return executeUpdateDataSourcePermissions(instruction);}
","public virtual UpdateDataSourcePermissionsResponse UpdateDataSourcePermissions(UpdateDataSourcePermissionsRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateDataSourcePermissionsRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateDataSourcePermissionsResponseUnmarshaller.Instance;return Invoke<UpdateDataSourcePermissionsResponse>(request, options);}
","public virtual UpdateDataSourcePermissionsResponse UpdateDataSourcePermissions(UpdateDataSourcePermissionsRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateDataSourcePermissionsRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateDataSourcePermissionsResponseUnmarshaller.Instance;return Invoke<UpdateDataSourcePermissionsResponse>(request, options);}
","public virtual UpdateDataSourcePermissionsResponse Update(UpdateDataSourcePermissionsRequest instruction){instruction = ValidateRequest<UpdateDataSourcePermissionsRequest>(instruction);return Invoke<UpdateDataSourcePermissionsResponse>(instruction);}
",-1,"updateDataSourcePermissions,request","updateDataSourcePermissions:0.0,request:0.517043815157769,",0,0,"request:instruction,updateDataSourcePermissions:update,",0,0,Greedy,21,0.14369747241338093,failed,[],1.0,0.19682144694015952
801,"public static org.apache.poi.hssf.record.Record createSingleRecord(RecordInputStream in) {I_RecordCreator constructor = _recordCreatorsById.get(Integer.valueOf(in.getSid()));if (constructor == null) {return new UnknownRecord(in);}return constructor.create(in);}
",62,"public static org.apache.poi.hssf.record.Record open(RecordInputStream null) {I_RecordCreator """" = _recordCreatorsById.get(Integer.valueOf(null.getSid()));if ("""" == null) {return new UnknownRecord(null);}return """".create(null);}
","public static Record CreateSingleRecord(RecordInputStream in1){if (_recordCreatorsById.ContainsKey(in1.Sid)){I_RecordCreator constructor = _recordCreatorsById[in1.Sid];return constructor.Create(in1);}else{return new UnknownRecord(in1);}}
","public static Record CreateSingleRecord(RecordInputStream in1){IRecordCreator constructor;if (_recordCreatorsById.TryGetValue(in1.Sid, out constructor)){return new UnknownRecord(in1);}return constructor.Create(in1);}
","public static Record Open(RecordInputStream null){I_RecordCreator create = _recordCreatorsById.Get(null.Sid);if (create == null){return new UnknownRecord(null);}return create.Create(null);}
",-1,"createSingleRecord,in,constructor","createSingleRecord:0.159350756648432,in:0.3021738559459385,constructor:0.1112183952082153,",0,0,"in:null,createSingleRecord:open,constructor:"""",",0,0,Greedy,38,0.2582777659098307,failed,[],0.40033777055343844,0.23681775537957456
802,"public int getCount() {return mTabs.size();}
",14,"public int length() {return mTabs.size();}
","public override int getCount(){return this._enclosing.mTabLayout.getChildCount();}
","public virtual int getCount(){return mTabs.Count;}
","public virtual int Length(){return mTabs.Count;}
",-1,getCount,"getCount:0.04776391404477923,",0,0,"getCount:length,",0,0,Greedy,7,0.01564822594324748,failed,[],0.11704214709357627,0.0871353759059399
803,"public DeleteApplicationReferenceDataSourceResult deleteApplicationReferenceDataSource(DeleteApplicationReferenceDataSourceRequest request) {request = beforeClientExecution(request);return executeDeleteApplicationReferenceDataSource(request);}
",22,"public DeleteApplicationReferenceDataSourceResult delete(DeleteApplicationReferenceDataSourceRequest parent) {parent = beforeClientExecution(parent);return executeDeleteApplicationReferenceDataSource(parent);}
","public virtual DeleteApplicationReferenceDataSourceResponse DeleteApplicationReferenceDataSource(DeleteApplicationReferenceDataSourceRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteApplicationReferenceDataSourceRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteApplicationReferenceDataSourceResponseUnmarshaller.Instance;return Invoke<DeleteApplicationReferenceDataSourceResponse>(request, options);}
","public virtual DeleteApplicationReferenceDataSourceResponse DeleteApplicationReferenceDataSource(DeleteApplicationReferenceDataSourceRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteApplicationReferenceDataSourceRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteApplicationReferenceDataSourceResponseUnmarshaller.Instance;return Invoke<DeleteApplicationReferenceDataSourceResponse>(request, options);}
","public virtual DeleteApplicationReferenceDataSourceResponse DeleteApplicationReferenceDataSource(DeleteApplicationReferenceDataSourceRequest parent){parent = Validate(parent);return Invoke<DeleteApplicationReferenceDataSourceResponse>(parent, InvokeOptions.Instance);}
",-1,"deleteApplicationReferenceDataSource,request","deleteApplicationReferenceDataSource:0.0,request:0.37265914945710477,",0,0,"request:parent,deleteApplicationReferenceDataSource:delete,",0,0,Greedy,21,0.179722527662913,failed,[],1.0,0.22904609921627356
804,"public CreateProjectVersionResult createProjectVersion(CreateProjectVersionRequest request) {request = beforeClientExecution(request);return executeCreateProjectVersion(request);}
",22,"public CreateProjectVersionResult call(CreateProjectVersionRequest input) {input = beforeClientExecution(input);return executeCreateProjectVersion(input);}
","public virtual CreateProjectVersionResponse CreateProjectVersion(CreateProjectVersionRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateProjectVersionRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateProjectVersionResponseUnmarshaller.Instance;return Invoke<CreateProjectVersionResponse>(request, options);}
","public virtual CreateProjectVersionResponse CreateProjectVersion(CreateProjectVersionRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateProjectVersionRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateProjectVersionResponseUnmarshaller.Instance;return Invoke<CreateProjectVersionResponse>(request, options);}
","public virtual CreateProjectVersionResponse Create(CreateProjectVersionRequest input){var options = new InvokeOptions();options.RequestMarshaller = CreateProjectVersionRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateProjectVersionResponseUnmarshaller.Instance;return Invoke<CreateProjectVersionResponse>(input, options);}
",-1,"createProjectVersion,request","createProjectVersion:0.0,request:0.40789396044403214,",0,0,"request:input,createProjectVersion:call,",0,0,Greedy,21,0.13697636127471924,failed,[],1.0,0.1478631136068262
805,"public IntBuffer slice() {return new ReadOnlyIntArrayBuffer(remaining(), backingArray, offset + position);}
",22,"public IntBuffer get() {return new ReadOnlyIntArrayBuffer(remaining(), backingArray, offset + position);}
","public override java.nio.IntBuffer slice(){return new java.nio.ReadOnlyIntArrayBuffer(remaining(), backingArray, offset + _position);}
","public override java.nio.IntBuffer slice(){return new java.nio.ReadOnlyIntArrayBuffer(remaining(), backingArray, offset + _position);}
","public override java.nio.IntBuffer get(){return new java.nio.ReadOnlyIntArrayBuffer(remaining(), backingArray, offset + _position);}
",-1,slice,"slice:0.21854365861371572,",0,0,"slice:get,",0,0,Greedy,7,0.03445156812667847,failed,[],1.0,0.8314563413862843
806,"public final byte get() {if (position == limit) {throw new BufferUnderflowException();}return this.block.peekByte(offset + position++);}
",36,"public final byte get() {if (position == limit) {throw new BufferUnderflowException();}return this.block.peekByte(offset + position++);}
","public sealed override byte get(){throw new System.NotImplementedException();}
","public sealed override byte get(){if (_position == _limit){throw new java.nio.BufferUnderflowException();}return this.block.peekByte(offset + _position++);}
","public sealed override byte get(){if (_position == _limit){throw new java.nio.BufferUnderflowException();}return this.block.peekByte(offset + _position++);}
",-1,"get,position","get:0.1716221854613108,position:0.1735967406286373,",0,0,,0,0,Greedy,21,0.12446473439534506,failed,[],0.2920849218886185,0.2920849218886185
807,"public LongBuffer put(int index, long c) {checkIndex(index);backingArray[offset + index] = c;return this;}
",29,"public LongBuffer add(int 1, long 0) {checkIndex(1);backingArray[offset + 1] = 0;return this;}
","public override java.nio.LongBuffer put(int index, long c){checkIndex(index);backingArray[offset + index] = c;return this;}
","public override java.nio.LongBuffer put(int index, long c){checkIndex(index);backingArray[offset + index] = c;return this;}
","public override java.nio.LongBuffer add(int 1, long 0){checkIndex(1);backingArray[offset + 1] = 0;return this;}
",-1,"put,index,c,backingArray,offset","put:0.13050245896483725,index:0.802492652439657,c:0.29700623205779064,backingArray:0.23913341134578958,offset:0.2703834113457896,",0,0,"index:1,c:0,put:add,",0,0,Greedy,92,0.49496186574300133,failed,[],1.0,0.16279267132824582
808,"public StoredField(String name, float value) {super(name, TYPE);fieldsData = value;}
",22,"public StoredField(String field, float 0) {super(field, TYPE);data = 0;}
","public StoredField(string name, float value): base(name, TYPE){FieldsData = new Single(value);}
","public StoredField(string name, float value): base(name, TYPE){FieldsData = new float(value);}
","public StoredField(string field, float 0): base(field, TYPE){data = 0;}
",-1,"name,value,fieldsData","name:0.5438541066171475,value:0.5916767085916013,fieldsData:0.4768785181557694,",0,0,"value:0,name:field,fieldsData:data,",0,0,Greedy,33,0.09729424715042115,failed,[],0.8183164296500657,0.1647351913484416
809,"public IntervalSet getExpectedTokensWithinCurrentRule() {ATN atn = getInterpreter().atn;ATNState s = atn.states.get(getState());return atn.nextTokens(s);}
",38,"public IntervalSet next() {ATN context = getInterpreter().context;ATNState n = context.states.get(getState());return context.nextTokens(n);}
","public virtual IntervalSet GetExpectedTokensWithinCurrentRule(){ATN atn = Interpreter.atn;ATNState s = atn.states[State];return atn.NextTokens(s);}
","public virtual IntervalSet GetExpectedTokensWithinCurrentRule(){ATN atn = Interpreter.atn;ATNState s = atn.states.Get(State);return atn.NextTokens(s);}
","public virtual IntervalSet Next(){ATN context = Interpreter.Context;ATNState n = context.states.Get(State);return context.NextTokens(n);}
",-1,"getExpectedTokensWithinCurrentRule,atn,s","getExpectedTokensWithinCurrentRule:0.1712520061370999,atn:0.5155335220703738,s:0.6385867889506258,",0,0,"s:n,atn:context,getExpectedTokensWithinCurrentRule:next,",0,0,Greedy,42,0.23985379934310913,failed,[],0.750063405413747,0.28918774716286494
810,"public String toString() {StringBuilder buffer = new StringBuilder();buffer.append(""[FILESHARING]\n"");buffer.append(""    .readonly       = "").append(getReadOnly() == 1 ? ""true"" : ""false"").append(""\n"");buffer.append(""    .password       = "").append(Integer.toHexString(getPassword())).append(""\n"");buffer.append(""    .username       = "").append(getUsername()).append(""\n"");buffer.append(""[/FILESHARING]\n"");return buffer.toString();}
",53,"public String reverse() {StringBuilder buffer = new StringBuilder();buffer.append(""[FILESHARING]
"");buffer.append(""    .readonly       = "").append(getReadOnly() == 1 ? ""true"" : ""false"").append(""
"");buffer.append(""    .password       = "").append(Integer.toHexString(getPassword())).append(""
"");buffer.append(""    .username       = "").append(getUsername()).append(""
"");buffer.append(""[/FILESHARING]
"");return buffer.reverse();}
","public override String ToString(){StringBuilder buffer = new StringBuilder();buffer.Append(""[FILESHARING]\n"");buffer.Append(""    .Readonly       = "").Append(ReadOnly == 1 ? ""true"" : ""false"").Append(""\n"");buffer.Append(""    .password       = "").Append(StringUtil.ToHexString(Password)).Append(""\n"");buffer.Append(""    .username       = "").Append(Username).Append(""\n"");buffer.Append(""[/FILESHARING]\n"");return buffer.ToString();}
","public override String ToString(){StringBuilder buffer = new StringBuilder();buffer.Append(""[FILESHARING]\n"");buffer.Append(""   .readonly       = "").Append(ReadOnly == 1? ""true"" : ""false"").Append(""\n"");buffer.Append(""   .password       = "").Append(StringUtil.ToHexString(Password)).Append(""\n"");buffer.Append(""   .username       = "").Append(Username).Append(""\n"");buffer.Append(""[/FILESHARING]\n"");return buffer.ToString();}
","public override String Length(){StringBuilder buffer = new StringBuilder();buffer.Append(""[FILESHARING]
"");buffer.Append(""   .readonly       = "").Append(ReadOnly == 1? ""true"" : ""false"").Append(""
"");buffer.Append(""   .password       = "").Append(StringUtil.ToHexString(Password)).Append(""
"");buffer.Append(""   .username       = "").Append(Username).Append(""
"");buffer.Append(""[/FILESHARING]
"");return buffer.Length;}
",-1,"toString,buffer","toString:0.7108098673113301,buffer:0.6556528497389705,",0,0,"toString:reverse,",0,0,Greedy,28,0.41142454544703166,failed,[],0.9402219147847003,0.42703773030640235
811,"public SubmoduleInitCommand(Repository repo) {super(repo);paths = new ArrayList<>();}
",21,"public SubmoduleInitCommand(Repository repo) {super(repo);children = new ArrayList<>();}
","protected internal SubmoduleInitCommand(Repository repo) : base(repo){paths = new AList<string>();}
","public SubmoduleInitCommand(Repository repo): base(repo){paths = new List<string>();}
","public SubmoduleInitCommand(Repository repo): base(repo){repository = new List<Repository>();}
",-1,"repo,paths","repo:0.21084675912818862,paths:0.28745380789585245,",0,0,"paths:children,",0,0,Greedy,21,0.0743524193763733,failed,[],0.5168066239944458,0.3045955577481391
812,"public void include(String name, AnyObjectId id) {boolean validRefName = Repository.isValidRefName(name) || Constants.HEAD.equals(name);if (!validRefName)throw new IllegalArgumentException(MessageFormat.format(JGitText.get().invalidRefName, name));if (include.containsKey(name))throw new IllegalStateException(JGitText.get().duplicateRef + name);include.put(name, id.toObjectId());}
",94,"public void references(String ref, AnyObjectId id) {boolean id = Repository.isValidRefName(ref) || Constants.HEAD.equals(ref);if (!validRefName)throw new IllegalArgumentException(MessageFormat.format(JGitText.get().invalidRefName, ref));if (references.containsKey(ref))throw new IllegalStateException(JGitText.get().duplicateRef + ref);references.put(ref, id.toObjectId());}
","public virtual void Include(string name, AnyObjectId id){if (!Repository.IsValidRefName(name)){throw new ArgumentException(MessageFormat.Format(JGitText.Get().invalidRefName, name));}if (include.ContainsKey(name)){throw new InvalidOperationException(JGitText.Get().duplicateRef + name);}include.Put(name, id.ToObjectId());}
","public virtual void Include(string name, AnyObjectId id){bool validRefName = Repository.IsValidRefName(name) || Constants.HEAD.Equals(name);if (validRefName){throw new ArgumentException(MessageFormat.Format(JGitText.Get().invalidRefName, name));}if (include.ContainsKey(name)){throw new InvalidOperationException(JGitText.Get().duplicateRef + name);}include[name] = id;}
","public virtual void References(string ref, AnyObjectId id){bool object = Repository.IsValidRefName(ref) || Constants.HEAD.Equals(ref);if (!object){throw new ArgumentException(MessageFormat.Format(JGitText.Get().invalidRefName, ref));}if (references.ContainsKey(ref)){throw new InvalidOperationException(JGitText.Get().duplicateRef + ref);}references[ref] = id;}
",-1,"include,name,id,validRefName","include:0.24929525491181337,name:0.4220622321468135,id:0.10367988026179886,validRefName:0.20224603875027192,",0,0,"name:ref,include:references,validRefName:entries,",0,0,Greedy,80,0.994507622718811,failed,[],0.6764225133678865,0.23940589628865355
813,"public Cluster enableSnapshotCopy(EnableSnapshotCopyRequest request) {request = beforeClientExecution(request);return executeEnableSnapshotCopy(request);}
",22,"public Cluster enableSnapshotCopy(EnableSnapshotCopyRequest input) {input = beforeClientExecution(input);return executeEnableSnapshotCopy(input);}
","public virtual EnableSnapshotCopyResponse EnableSnapshotCopy(EnableSnapshotCopyRequest request){var options = new InvokeOptions();options.RequestMarshaller = EnableSnapshotCopyRequestMarshaller.Instance;options.ResponseUnmarshaller = EnableSnapshotCopyResponseUnmarshaller.Instance;return Invoke<EnableSnapshotCopyResponse>(request, options);}
","public virtual EnableSnapshotCopyResponse EnableSnapshotCopy(EnableSnapshotCopyRequest request){var options = new InvokeOptions();options.RequestMarshaller = EnableSnapshotCopyRequestMarshaller.Instance;options.ResponseUnmarshaller = EnableSnapshotCopyResponseUnmarshaller.Instance;return Invoke<EnableSnapshotCopyResponse>(request, options);}
","public virtual EnableSnapshotCopyResponse EnableSnapshotCopy(EnableSnapshotCopyRequest input){var options = new InvokeOptions();options.RequestMarshaller = EnableSnapshotCopyRequestMarshaller.Instance;options.ResponseUnmarshaller = EnableSnapshotCopyResponseUnmarshaller.Instance;return Invoke<EnableSnapshotCopyResponse>(request, options);}
",-1,"enableSnapshotCopy,request","enableSnapshotCopy:0.0,request:0.3893258161237715,",0,0,"request:input,",0,0,Greedy,19,0.16368039846420288,failed,[],1.0,0.7183962026001982
814,"public ValueFiller getValueFiller() {return new ValueFiller();}
",13,"public ValueFiller wrap() {return new ValueFiller();}
","public virtual ValueFiller GetValueFiller(){return new ValueFillerAnonymousInnerClassHelper(this);}
","public override ValueFiller GetValueFiller(){return new ValueFiller(this);}
","public override Object Wrap(){return new ValueFiller();}
",-1,getValueFiller,"getValueFiller:0.16433729782318499,",0,0,"getValueFiller:wrap,",0,0,Greedy,7,0.019139269987742107,failed,[],0.3585592604054384,0.08842792312454506
815,"public void serialize(LittleEndianOutput out) {out.writeByte(getPane());out.writeShort(getActiveCellRow());out.writeShort(getActiveCellCol());out.writeShort(getActiveCellRef());int nRefs = field_6_refs.length;out.writeShort(nRefs);for (CellRangeAddress8Bit field_6_ref : field_6_refs) {field_6_ref.serialize(out);}}
",75,"public void output(LittleEndianOutput print) {print.writeByte(getPane());print.writeShort(getActiveCellRow());print.writeShort(getActiveCellCol());print.writeShort(getActiveCellRef());int length = field_6_refs.length;print.writeShort(length);for (CellRangeAddress8Bit write : field_6_refs) {write.output(print);}}
","public override void Serialize(ILittleEndianOutput out1){out1.WriteByte(Pane);out1.WriteShort(ActiveCellRow);out1.WriteShort(ActiveCellCol);out1.WriteShort(ActiveCellRef);int nRefs = field_6_refs.Length;out1.WriteShort(nRefs);for (int i = 0; i < field_6_refs.Length; i++){field_6_refs[i].Serialize(out1);}}
","public override void Serialize(ILittleEndianOutput out1){out1.WriteByte(Pane);out1.WriteShort(ActiveCellRow);out1.WriteShort(ActiveCellCol);out1.WriteShort(ActiveCellRef);int nRefs = field_6_refs.Length;out1.WriteShort(nRefs);for (int i = 0; i < nRefs; i++){CellRangeAddress8Bit field_6_ref = field_6_refs[i];field_6_ref.Serialize(out1);}}
","public override void Output(ILittleEndianOutput print1){print1.WriteByte(Pane);print1.WriteShort(ActiveCellRow);print1.WriteShort(ActiveCellCol);print1.WriteShort(ActiveCellRef);int length = field_6_refs.Length;print1.WriteShort(length);foreach (CellRangeAddress8Bit write in field_6_refs){write.Output(print1);}}
",-1,"serialize,out,nRefs,field_6_ref","serialize:0.447070111388578,out:0.7118404526338769,nRefs:0.6269403750060587,field_6_ref:0.7244244466870295,",0,0,"field_6_ref:write,out:print,nRefs:length,serialize:output,",0,0,Greedy,55,0.7347752134005229,failed,[],0.8304377475223533,0.3922624427623813
816,"public static Counter newCounter() {return newCounter(false);}
",14,"public static Counter create() {return create(false);}
","public static Counter NewCounter(){return NewCounter(false);}
","public static Counter NewCounter(){return new Counter(false);}
","public static Counter Create(){return Create(false);}
",-1,newCounter,"newCounter:0.4947174850784013,",0,0,"newCounter:create,",0,0,Greedy,8,0.015000609556833903,failed,[],0.6753076191931231,0.6389234674480551
